,date,title,summary
1329,2021.05.14.,"셀트리온 코로나 치료제, 인도 변이에 효과","뉴욕, 나이지리아, 인도 변이 바이러스에서도 충분한 효과를 발휘하는 것으로 나타났다. 14일 중앙방역대책본부는 ""국내 항체치료제 효능을 세포주 수준에서 분석한 결과, 미국 뉴욕 변이 바이러스와 영국·나이지리아 변이..."
1330,2021.05.10.,[분수대] 외교행낭,나이지리아는 1984년 영국 런던 스탠스테드 공항에서 망명한 알하지디코 전 운수장관을 납치해 외교행낭에 담아 본국으로 납치하려다 적발됐다. 외교행낭은 제대로 활용하면 요긴하다. 미국 항공우주국(NASA)은 2008년...
1331,2021.05.10.,“인류 발전 위한 초석 되길”… 전세계서 영상축하 메시지 [신통일한국을 위...,전 나이지리아 대통령이 9일 열린 ‘신통일한국을 위한 Think Tank(싱크 탱크) 2022 출범 희망전진대회’에 보낸... 전 나이지리아 대통령 비조사 오스마니 코소보 대통령은 “UPF는 이미 의미 깊은 활동을 펼쳐 나가고 있다”...
1332,2021.05.10.,해외서는 확대 판매 중인 LG전자 '전자식 마스크'…국내선 '불투명',"러시아, 나이지리아로 출시를 확대해 4월 기준 15개국에서 판매 중이다. 지난해 미세먼지로 공기청정기 수요가 높은 아시아, 중동 지역 등 일부 국가에서 출시한 이후 점차 확대 출시하고 있는 추세지만 국내 출시 계획은..."
1333,2021.05.12.,"“흥민아, 네가 있어 고맙다” 레전드 한목소리",김 전 부회장은 “손흥민이 출전했던 2009년 나이지리아 17세 이하(U-17) 월드컵에 단장 자격으로 동행했다. 훈련과 경기를 꼼꼼히 지켜봤다. 퍼스트 터치부터 슈팅까지 한 동작으로 매끄럽게 마무리하는 장면에 감탄한...
1334,2021.05.12.,“더 깨끗한 세상 원하는 소비자와 함께 다양한 솔루션 발굴”,"네팔·베트남·콩고민주공화국·나이지리아 등 전 세계 30여 개국에서 52개의 솔루션이 접수됐다. 영국에선 극지 빙하를 재동결하는 데 풍력발전 기계를 활용하자는 제안이 들어왔고, 나이지리아에선 태양광 가로등..."
1335,2021.05.12.,"[DBR]“현대차, 지속가능한 브랜드로서 ‘휴머니티’ 추구”","나이지리아, 네팔, 영국 등 30여 개국에서 총 52개의 솔루션이 제출됐으며, 이달 6일 공개된 다큐멘터리 영상에선 이들 솔루션 중 3개 아이디어가 소개됐다. 오픈 플랫폼을 통해 제안된 솔루션들은 ‘냉방 비용을..."
1336,2021.05.12.,확진자 다시 증가세 ‘변이’도 확산…13일부터 60~64세 AZ 접종 예약,여기에 ‘기타 변이’로 분류되는 미국 캘리포니아(490명)·인도(58명)·미국 뉴욕(13명)·영국-나이지리아(9명)·필리핀 변이(6명)까지 더하면 국내에서 확인된 변이 감염자는 2473명으로 집계된다. 분석 건수 대비...
1337,2021.05.14.,대우건설 에티오피아 고속도 본선구간 개통,"대우건설은 오랜 텃밭인 나이지리아부터 알제리, 리비아 등 아프리카 국가에서 토목, 건축, 플랜트 등 다각화된 사업 포트폴리오로 시장 지배력을 넓혀왔다. 에티오피아에서의 첫 사업인 메키-즈웨이 고속도로를 적기에..."
1338,2021.05.14.,"‘어머니가 한국인’ 마빈 박, 결승 골 도움으로 라리가 1호 공격 포인트","한국인 어머니와 나이지리아인 아버지를 둔 마빈 박은 스페인에서 태어나 2019년 스페인 19세 이하(U-19) 대표팀에 발탁되기도 했다. 전반 17분 루카 모드리치의 선제 골과 후반 30분 오드리오솔라, 1분 뒤 카림..."
1339,2021.05.14.,"셀트리온 코로나 치료제, 인도 변이에 효과","뉴욕, 나이지리아, 인도 변이 바이러스에서도 충분한 효과를 발휘하는 것으로 나타났다. 14일 중앙방역대책본부는 ""국내 항체치료제 효능을 세포주 수준에서 분석한 결과, 미국 뉴욕 변이 바이러스와 영국·나이지리아 변이..."
1340,2021.05.10.,[분수대] 외교행낭,나이지리아는 1984년 영국 런던 스탠스테드 공항에서 망명한 알하지디코 전 운수장관을 납치해 외교행낭에 담아 본국으로 납치하려다 적발됐다. 외교행낭은 제대로 활용하면 요긴하다. 미국 항공우주국(NASA)은 2008년...
1341,2021.05.10.,“인류 발전 위한 초석 되길”… 전세계서 영상축하 메시지 [신통일한국을 위...,전 나이지리아 대통령이 9일 열린 ‘신통일한국을 위한 Think Tank(싱크 탱크) 2022 출범 희망전진대회’에 보낸... 전 나이지리아 대통령 비조사 오스마니 코소보 대통령은 “UPF는 이미 의미 깊은 활동을 펼쳐 나가고 있다”...
1342,2021.05.10.,해외서는 확대 판매 중인 LG전자 '전자식 마스크'…국내선 '불투명',"러시아, 나이지리아로 출시를 확대해 4월 기준 15개국에서 판매 중이다. 지난해 미세먼지로 공기청정기 수요가 높은 아시아, 중동 지역 등 일부 국가에서 출시한 이후 점차 확대 출시하고 있는 추세지만 국내 출시 계획은..."
1343,2021.05.12.,"“흥민아, 네가 있어 고맙다” 레전드 한목소리",김 전 부회장은 “손흥민이 출전했던 2009년 나이지리아 17세 이하(U-17) 월드컵에 단장 자격으로 동행했다. 훈련과 경기를 꼼꼼히 지켜봤다. 퍼스트 터치부터 슈팅까지 한 동작으로 매끄럽게 마무리하는 장면에 감탄한...
1344,2021.05.12.,“더 깨끗한 세상 원하는 소비자와 함께 다양한 솔루션 발굴”,"네팔·베트남·콩고민주공화국·나이지리아 등 전 세계 30여 개국에서 52개의 솔루션이 접수됐다. 영국에선 극지 빙하를 재동결하는 데 풍력발전 기계를 활용하자는 제안이 들어왔고, 나이지리아에선 태양광 가로등..."
1345,2021.05.12.,"[DBR]“현대차, 지속가능한 브랜드로서 ‘휴머니티’ 추구”","나이지리아, 네팔, 영국 등 30여 개국에서 총 52개의 솔루션이 제출됐으며, 이달 6일 공개된 다큐멘터리 영상에선 이들 솔루션 중 3개 아이디어가 소개됐다. 오픈 플랫폼을 통해 제안된 솔루션들은 ‘냉방 비용을..."
1346,2021.05.12.,확진자 다시 증가세 ‘변이’도 확산…13일부터 60~64세 AZ 접종 예약,여기에 ‘기타 변이’로 분류되는 미국 캘리포니아(490명)·인도(58명)·미국 뉴욕(13명)·영국-나이지리아(9명)·필리핀 변이(6명)까지 더하면 국내에서 확인된 변이 감염자는 2473명으로 집계된다. 분석 건수 대비...
1347,2021.05.14.,대우건설 에티오피아 고속도 본선구간 개통,"대우건설은 오랜 텃밭인 나이지리아부터 알제리, 리비아 등 아프리카 국가에서 토목, 건축, 플랜트 등 다각화된 사업 포트폴리오로 시장 지배력을 넓혀왔다. 에티오피아에서의 첫 사업인 메키-즈웨이 고속도로를 적기에..."
1348,2021.05.14.,"‘어머니가 한국인’ 마빈 박, 결승 골 도움으로 라리가 1호 공격 포인트","한국인 어머니와 나이지리아인 아버지를 둔 마빈 박은 스페인에서 태어나 2019년 스페인 19세 이하(U-19) 대표팀에 발탁되기도 했다. 전반 17분 루카 모드리치의 선제 골과 후반 30분 오드리오솔라, 1분 뒤 카림..."
1349,2021.05.14.,"셀트리온 코로나 치료제, 인도 변이에 효과","뉴욕, 나이지리아, 인도 변이 바이러스에서도 충분한 효과를 발휘하는 것으로 나타났다. 14일 중앙방역대책본부는 ""국내 항체치료제 효능을 세포주 수준에서 분석한 결과, 미국 뉴욕 변이 바이러스와 영국·나이지리아 변이..."
1350,2021.05.10.,[분수대] 외교행낭,나이지리아는 1984년 영국 런던 스탠스테드 공항에서 망명한 알하지디코 전 운수장관을 납치해 외교행낭에 담아 본국으로 납치하려다 적발됐다. 외교행낭은 제대로 활용하면 요긴하다. 미국 항공우주국(NASA)은 2008년...
1351,2021.05.10.,“인류 발전 위한 초석 되길”… 전세계서 영상축하 메시지 [신통일한국을 위...,전 나이지리아 대통령이 9일 열린 ‘신통일한국을 위한 Think Tank(싱크 탱크) 2022 출범 희망전진대회’에 보낸... 전 나이지리아 대통령 비조사 오스마니 코소보 대통령은 “UPF는 이미 의미 깊은 활동을 펼쳐 나가고 있다”...
1352,2021.05.10.,해외서는 확대 판매 중인 LG전자 '전자식 마스크'…국내선 '불투명',"러시아, 나이지리아로 출시를 확대해 4월 기준 15개국에서 판매 중이다. 지난해 미세먼지로 공기청정기 수요가 높은 아시아, 중동 지역 등 일부 국가에서 출시한 이후 점차 확대 출시하고 있는 추세지만 국내 출시 계획은..."
1353,2021.05.12.,"“흥민아, 네가 있어 고맙다” 레전드 한목소리",김 전 부회장은 “손흥민이 출전했던 2009년 나이지리아 17세 이하(U-17) 월드컵에 단장 자격으로 동행했다. 훈련과 경기를 꼼꼼히 지켜봤다. 퍼스트 터치부터 슈팅까지 한 동작으로 매끄럽게 마무리하는 장면에 감탄한...
1354,2021.05.12.,“더 깨끗한 세상 원하는 소비자와 함께 다양한 솔루션 발굴”,"네팔·베트남·콩고민주공화국·나이지리아 등 전 세계 30여 개국에서 52개의 솔루션이 접수됐다. 영국에선 극지 빙하를 재동결하는 데 풍력발전 기계를 활용하자는 제안이 들어왔고, 나이지리아에선 태양광 가로등..."
1355,2021.05.12.,"[DBR]“현대차, 지속가능한 브랜드로서 ‘휴머니티’ 추구”","나이지리아, 네팔, 영국 등 30여 개국에서 총 52개의 솔루션이 제출됐으며, 이달 6일 공개된 다큐멘터리 영상에선 이들 솔루션 중 3개 아이디어가 소개됐다. 오픈 플랫폼을 통해 제안된 솔루션들은 ‘냉방 비용을..."
1356,2021.05.12.,확진자 다시 증가세 ‘변이’도 확산…13일부터 60~64세 AZ 접종 예약,여기에 ‘기타 변이’로 분류되는 미국 캘리포니아(490명)·인도(58명)·미국 뉴욕(13명)·영국-나이지리아(9명)·필리핀 변이(6명)까지 더하면 국내에서 확인된 변이 감염자는 2473명으로 집계된다. 분석 건수 대비...
1357,2021.05.14.,대우건설 에티오피아 고속도 본선구간 개통,"대우건설은 오랜 텃밭인 나이지리아부터 알제리, 리비아 등 아프리카 국가에서 토목, 건축, 플랜트 등 다각화된 사업 포트폴리오로 시장 지배력을 넓혀왔다. 에티오피아에서의 첫 사업인 메키-즈웨이 고속도로를 적기에..."
1358,2021.05.14.,"‘어머니가 한국인’ 마빈 박, 결승 골 도움으로 라리가 1호 공격 포인트","한국인 어머니와 나이지리아인 아버지를 둔 마빈 박은 스페인에서 태어나 2019년 스페인 19세 이하(U-19) 대표팀에 발탁되기도 했다. 전반 17분 루카 모드리치의 선제 골과 후반 30분 오드리오솔라, 1분 뒤 카림..."
1359,2021.05.14.,"셀트리온 코로나 치료제, 인도 변이에 효과","뉴욕, 나이지리아, 인도 변이 바이러스에서도 충분한 효과를 발휘하는 것으로 나타났다. 14일 중앙방역대책본부는 ""국내 항체치료제 효능을 세포주 수준에서 분석한 결과, 미국 뉴욕 변이 바이러스와 영국·나이지리아 변이..."
1360,2021.05.10.,[분수대] 외교행낭,나이지리아는 1984년 영국 런던 스탠스테드 공항에서 망명한 알하지디코 전 운수장관을 납치해 외교행낭에 담아 본국으로 납치하려다 적발됐다. 외교행낭은 제대로 활용하면 요긴하다. 미국 항공우주국(NASA)은 2008년...
1361,2021.05.10.,“인류 발전 위한 초석 되길”… 전세계서 영상축하 메시지 [신통일한국을 위...,전 나이지리아 대통령이 9일 열린 ‘신통일한국을 위한 Think Tank(싱크 탱크) 2022 출범 희망전진대회’에 보낸... 전 나이지리아 대통령 비조사 오스마니 코소보 대통령은 “UPF는 이미 의미 깊은 활동을 펼쳐 나가고 있다”...
1362,2021.05.10.,해외서는 확대 판매 중인 LG전자 '전자식 마스크'…국내선 '불투명',"러시아, 나이지리아로 출시를 확대해 4월 기준 15개국에서 판매 중이다. 지난해 미세먼지로 공기청정기 수요가 높은 아시아, 중동 지역 등 일부 국가에서 출시한 이후 점차 확대 출시하고 있는 추세지만 국내 출시 계획은..."
1363,2021.05.12.,"“흥민아, 네가 있어 고맙다” 레전드 한목소리",김 전 부회장은 “손흥민이 출전했던 2009년 나이지리아 17세 이하(U-17) 월드컵에 단장 자격으로 동행했다. 훈련과 경기를 꼼꼼히 지켜봤다. 퍼스트 터치부터 슈팅까지 한 동작으로 매끄럽게 마무리하는 장면에 감탄한...
1364,2021.05.12.,“더 깨끗한 세상 원하는 소비자와 함께 다양한 솔루션 발굴”,"네팔·베트남·콩고민주공화국·나이지리아 등 전 세계 30여 개국에서 52개의 솔루션이 접수됐다. 영국에선 극지 빙하를 재동결하는 데 풍력발전 기계를 활용하자는 제안이 들어왔고, 나이지리아에선 태양광 가로등..."
1365,2021.05.12.,"[DBR]“현대차, 지속가능한 브랜드로서 ‘휴머니티’ 추구”","나이지리아, 네팔, 영국 등 30여 개국에서 총 52개의 솔루션이 제출됐으며, 이달 6일 공개된 다큐멘터리 영상에선 이들 솔루션 중 3개 아이디어가 소개됐다. 오픈 플랫폼을 통해 제안된 솔루션들은 ‘냉방 비용을..."
